N°,ZONA,DISTRITO,PROVINCIA,CANTON,PARROQUIA,TIPO_EDUCACION,AMIE,INSTITUCION,SOSTENIMIENTO,JURISDICCION,REGIMEN,ZONA_INEC,NIVEL_DE_EDUCACION,NRO_NINOS,AUX_ANIO_DOTACION,AUX_T_IE,MD_ANIO_DOTACION,MD_PARALELOS,MD_MONTO_USD,M_ANIO_DOTACION,M_TIPO_DE_AMBIENTE,M_MONTO_USD,JE_ANIO_DOTACION,JE_CANTIDAD,JE_MONTO_USD,AUX_IE_MATERIAL,SAE,REVISION_DNIF,DIMENSIONES,LONGITUD,LATITUD
264,Zona 9,17D09,PICHINCHA,QUITO,TUMBACO,Ordinario,17H02110,MANUEL QUIROGA,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,30,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,,,,-78.3820448203,-0.211114135187
265,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01479,ESCUELA DE EDUCACION  BASICA FISCAL NESTOR CAMPUZANO MENDOZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,172,2026,1,2026,7,19731.18,2026,7,8820,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,4m x 15m= 69 metros cuadrados,-79.9546224438,-2.09950397543
266,Zona 8,09D05,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01487,ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE EL SALVADOR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,48,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8803287255,-2.13072336962
267,Zona 9,17D09,PICHINCHA,QUITO,YARUQUI,Ordinario,17H02133,PEDRO BOUGUER,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",98,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,,,,-78.3165012817,-0.162003093757
268,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01521,ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO MORE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,95,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,200m.cuadrados,-79.95234796,-2.10242781477
269,Zona 8,09D05,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01554,ESCUELA DE EDUCACION BASICA FISCAL LEON DE FEBRES CORDERO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,14,2026,1,2026,1,2818.74,2026,1,1260,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,400 metros cuadrados ,-79.8873500849,-2.15335564974
270,Zona 8,09D06,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01568,ESCUELA DE EDUCACION BASICA FISCAL EDUARDO ESTRELLA AGUIRRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,99,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20 METROS DE LARGO POR 6 METROS DE ANCHO,-79.9414800146,-2.1282460146
271,Zona 8,09D07,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01574,ESCUELA DE EDUCACION BASICA FISCAL ELIAS MUÑOZ VICUÑA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,110,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5 m por 4 m,-79.9275555542,-2.08647217238
272,Zona 6,01D06,AZUAY,PAUTE,TOMEBAMBA,Ordinario,01H01202,ESCUELA DE EDUCACION BASICA ANTONIO MORALES,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,15,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-78.6811944523,-2.74116668846
273,Zona 8,09D05,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01681,ESCUELA DE EDUCACION BASICA FISCAL EMMA ESPERANZA ORTIZ BERMEO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,89,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"El area de inicial y primero es de 54 metros cuadrados aproximadamente, la cual es una ""L"" de 9 metros de largo por 10 metros de ancho y 3 metros de alto",-79.8973505298,-2.12721611215
274,Zona 8,09D07,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01688,ESCUELA DE EDUCACION BASICA FISCAL MARIA EUGENIA PUIG LINCE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,57,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9361647018,-2.08702368408
275,Zona 6,01D01,AZUAY,CUENCA,PACCHA,Ordinario,01H00721,UNIDAD EDUCATIVA PACCHA,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",52,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,,,,-78.9368408245,-2.89783145675
276,Zona 9,17D09,PICHINCHA,QUITO,EL QUINCHE,Ordinario,17H01776,CARDENAL CARLOS MARIA  DE LA TORRE,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",85,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,,,,-78.2988900783,-0.11224420773
277,Zona 6,01D01,AZUAY,CUENCA,CAÑARIBAMBA,Ordinario,01H00077,CENTRO DE EDUCACION INICIAL RITA CHAVEZ DE MUÑOZ,FISCAL,Intercultural,SIERRA,Urbana,Inicial ,136,2026,1,2026,8,22549.92,2026,8,10080,,0.0,0.0,ML_Mo,,,,-78.9886864591,-2.90066477497
278,Zona 8,09D05,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01752,UNIDAD EDUCATIVA FISCAL PROVINCIA DE TUNGURAHUA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,25,2026,1,2026,1,2818.74,2026,1,1260,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,14x10 total 140 metros cuadrados,-79.8867120758,-2.13891336185
279,Zona 6,03D03,CAÑAR,LA TRONCAL,LA TRONCAL,Ordinario,03H00502,ESCUELA DE EDUCACION BASICA PRESIDENTE VELASCO,FISCAL,Intercultural,COSTA,Urbana,Inicial y EGB,173,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,,,10X20,-79.3423685505,-2.42745686071
280,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01792,ESCUELA DE EDUCACION BASICA FISCAL LUCILA ARAUJO Y GARCIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,4mts de ancho por 12 de largo,-79.9657629027,-2.08561097167
281,Zona 6,01D02,AZUAY,CUENCA,BAÑOS,Ordinario,01H00530,ESCUELA DE EDUCACION BASICA SAN JUAN DE JERUSALEN,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,40,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,,,,-79.0509418994,-2.91941973751
282,Zona 8,09D06,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01802,ESCUELA DE EDUCACION BASICA FISCAL MARIA BARQUET DE ISAIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,45,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,4m  X 6m,-79.9346640167,-2.12537500921
283,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01803,UNIDAD EDUCATIVA  FISCAL ADALBERTO ORTIZ QUIÑONEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,100,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,30 metros cuadrados ,-79.9686368728,-2.12428928976
284,Zona 8,09D07,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01868,UNIDAD EDUCATIVA FISCAL LUIS ALFREDO NOBOA ICAZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,177,2026,1,2026,6,16912.44,2026,6,7560,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9272777749,-2.081888847
285,Zona 8,09D06,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01882,UNIDAD EDUCATIVA FISCAL FUERTE MILITAR HUANCAVILCA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,60,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 X 8 METROS,-79.9265689928,-2.11422103699
286,Zona 6,01D06,AZUAY,PAUTE,SAN CRISTOBAL (CARLOS ORDOÑEZ LAZO),Ordinario,01H01197,UNIDAD EDUCATIVA PIO BRAVO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",16,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-78.8361111111,-2.82722218751
287,Zona 8,09D03,GUAYAS,GUAYAQUIL,URDANETA,Ordinario,09H01924,ESCUELA DE EDUCACION BASICA FISCAL ROSA BORJA DE IZQUIERDO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,37,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9039996488,-2.1949162133
288,Zona 8,09D03,GUAYAS,GUAYAQUIL,URDANETA,Ordinario,09H01927,ESCUELA DE EDUCACION BASICA  FISCAL DR. RAUL CLEMENTE HUERTA RENDON,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,54,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5mts de largo x 5mts de ancho ,-79.9044744114,-2.19107945331
289,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H01948,ESCUELA DE EDUCACION BASICA FISCAL ESTADOS UNIDOS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,9 m x 5m = 45m²  ,-79.9544411576,-2.09317006857
290,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02005,ESCUELA DE EDUCACION BASICA COMPLETA FISCAL ANA VILLAMIL ICAZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,40,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,450 m2,-79.8965170763,-2.21821286884
291,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02013,ESCUELA DE EDUCACION BASICA FISCAL CARLOS URGILES GONZALEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,87,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8mX17m=136m2,-79.8827457603,-2.26623407806
292,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02018,ESCUELA DE EDUCACION BASICA FISCAL ISABEL HERRERIA HERRERIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,86,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"8,60 m. x 8,0 m.",-79.9185116277,-2.22676911289
293,Zona 8,09D03,GUAYAS,GUAYAQUIL,GARCIA MORENO,Ordinario,09H02032,UNIDAD EDUCATIVA FISCAL JOSE ALFREDO LLERENA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,72,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,350 mts2,-79.8993340185,-2.2205228482
294,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02036,ESCUELA DE EDUCACION BASICA FISCAL SARGENTO GABRIEL SOLIS MOREIRA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,41,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9246887851,-2.24984937444
295,Zona 6,03D01,CAÑAR,AZOGUES,COJITAMBO,Ordinario,03H00092,ESCUELA DE EDUCACION BASICA COJITAMBO,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,21,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-78.8839444041,-2.75791664769
296,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02067,ESCUELA DE EDUCACION BASICA FISCAL ANTONIO JOSE DE SUCRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,31,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,4 metros de ancho y 40 de largo,-79.891805035,-2.21410041832
297,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02076,ESCUELA DE EDUCACION BASICA FISCAL ECUADOR ANTARTICO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,105,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9268761679,-2.24224103686
298,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02083,ESCUELA DE EDUCACION BASICA FISCAL RIO PUTUMAYO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,49,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8784816353,-2.27268124219
299,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02086,CENTRO DE EDUCACION INICIAL FISCAL FRANCISCO GRANIZO RIBADENEIRA,FISCAL,Intercultural,COSTA,Urbana,Inicial,178,2026,1,2026,8,22549.92,2026,8,10080,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9102252902,-2.22696885159
300,Zona 8,09D07,GUAYAS,GUAYAQUIL,PASCUALES,Ordinario,09H02134,UNIDAD EDUCATIVA FISCAL ALEJO LASCANO BAHAMONDE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,30,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9493786497,-2.04814230574
301,Zona 6,03D01,CAÑAR,AZOGUES,GUAPAN,Ordinario,03H00111,ESCUELA DE EDUCACION BASICA REPUBLICA DEL ECUADOR,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,23,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-78.8619722048,-2.70455554515
302,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02207,ESCUELA DE EDUCACION BASICA FISCAL PROVINCIA DE EL ORO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,82,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5 x 4,-79.9144963162,-2.24315613111
303,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02254,ESCUELA DE EDUCACION BASICA FISCAL JOSE SALCEDO DELGADO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,106,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9027002909,-2.23496127739
304,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02295,ESCUELA DE EDUCACION BASICA FISCAL BLANCA GOETTA DE ORDOÑEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,76,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.891822554,-2.2714757966
305,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02325,ESCUELA DE EDUCACION BASICA FISCAL DR CARLOS ORTIZ MACIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,43,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5X7 MTRS,-79.8879402423,-2.28516952321
306,Zona 6,01D01,AZUAY,CUENCA,EL VECINO,Ordinario,01H00155,UNIDAD EDUCATIVA JUAN MONTALVO,FISCAL,Intercultural,SIERRA,Urbana,"Inicial, Educacion Basica y Bachillerato",25,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,,,,-78.9798291243,-2.88010673782
307,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02360,ESCUELA DE EDUCACION BASICA COMPLETA FISCAL JOSE HERBOSO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,101,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.892757227,-2.24051601861
308,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02363,ESCUELA DE EDUCACION BASICA FISCAL FRANCISCO FALQUEZ AMPUERO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,30,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,100 metros ,-79.888575481,-2.21952011248
309,Zona 2,17D11,PICHINCHA,MEJIA,CUTUGLAHUA,Ordinario,17H01514,2 DE AGOSTO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",154,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,,,ancho 22 m x largo 36m = total 792 m2,-78.5501388766,-0.366250022552
310,Zona 6,03D01,CAÑAR,AZOGUES,TADAY,Ordinario,03H00201,ESCUELA DE EDUCACION BASICA VICENTE ROCAFUERTE,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,14,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,300,-78.6934444151,-2.63913892757
311,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02401,ESCUELA DE EDUCACION BASICA FISCAL CIUDAD DE MACHALA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,59,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.877102146,-2.26711433177
312,Zona 6,03D02,CAÑAR,CAÑAR,DUCUR,Ordinario,03H00475,ESCUELA DE EDUCACION BASICA RAFAEL AGUILAR,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,21,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.1162499556,-2.44958330753
313,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02443,ESCUELA DE EDUCACION BASICA FISCAL DRA BERTHA VALVERDE DE DUARTE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,42,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,22.86 X 10.36 = 236.83 m2,-79.9192753604,-2.23212166325
314,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02449,ESCUELA DE EDUCACION BASICA FISCAL ALFREDO BARANDEARAN SAMANIEGO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,45,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,31 metros de largo X 10 metros de ancho = 310 m2,-79.8757877589,-2.27819033113
315,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02451,UNIDAD EDUCATIVA FISCAL CIUDAD DE RIOBAMBA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,102,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8850273674,-2.28231657861
316,Zona 6,03D02,CAÑAR,CAÑAR,DUCUR,Ordinario,03H00476,UNIDAD EDUCATIVA MANUEL AGUSTIN AGUIRRE,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",17,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.1818610824,-2.47313886282
317,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H02463,UNIDAD EDUCATIVA FISCAL MIGUEL DONOSO PAREJA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,185,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,300,-79.9818396456,-2.11505613887
318,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02480,ESCUELA DE EDUCACION BASICA FISCAL HEROES DE PAQUISHA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,153,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"17,50X6,50=113,75metros.",-79.8823741861,-2.25521670914
319,Zona 8,09D02,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02488,ESCUELA DE EDUCACION BASICA FISCAL CIUDAD DE CUENCA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,47,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,40 METROS CUADRADOS,-79.9005578774,-2.25266741355
320,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02503,ESCUELA DE EDUCACION BASICA FISCAL GUILLERMO SOTO ZATIZABAL,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,101,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8780193177,-2.25988105374
321,Zona 8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H02510,ESCUELA DE EDUCACION BASICA FISCAL DR  MODESTO  CHAVEZ  FRANCO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,39,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8972479028,-2.21958091481
322,Zona 6,14D02,MORONA SANTIAGO,PALORA,PALORA (METZERA),Ordinario,14H00239,ESCUELA DE EDUCACION BASICA QUITO LUZ DE AMERICA,FISCAL,Intercultural,SIERRA,Urbana,Inicial y EGB,99,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,,,20*50,-77.9674972788,-1.70201328447
323,Zona 9,17D08,PICHINCHA,QUITO,PINTAG,Ordinario,17H01949,ESCUELA DE EDUCACION BASICA FISCAL CRISTOBAL COLON,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,58,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,,,,-78.3752578405,-0.367710183709
324,Zona 8,09D09,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H02636,ESCUELA DE EDUCACION BASICA LIBERTADOR BOLIVAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,120,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.0812955657,-2.21725459984
325,Zona 8,09D09,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H02639,UNIDAD EDUCATIVA FISCAL PUERTO HONDO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,47,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.0252178037,-2.19203321644
326,Zona 8,09D09,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H02649,ESCUELA DE EDUCACION BASICA FISCAL NUEVA ESPERANZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,40,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.0534375191,-2.19077097141
327,Zona 8,09D09,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H02660,UNIDAD EDUCATIVA LUIS ENRIQUE MORALES ALFARO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,39,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.0704038385,-2.20675894441
328,Zona 3,18D05,TUNGURAHUA,SANTIAGO DE PILLARO,MARCOS ESPINEL,Ordinario,18H00586,UNIDAD EDUCATIVA MANUEL DEL CARMEN PACHANO,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,27,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,,,,-78.5244541883,-1.17466476088
329,Zona 6,03D01,CAÑAR,DELEG,SOLANO,Ordinario,03H00612,UNIDAD EDUCATIVA SAN SEBASTIAN,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",11,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,30 metros cuadrados,-78.9343055747,-2.81005557515
330,Zona 8,09D07,GUAYAS,GUAYAQUIL,PASCUALES,Ordinario,09H02759,UNIDAD EDUCATIVA FISCAL VICENTE DE PIEDRAHITA CARBO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,45,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5x5 m.cuadrados,-79.9424688674,-2.0451022855
331,Zona 4,13D02,MANABI,MANTA,TARQUI,Ordinaria,13H02481,ESCUELA DE EDUCACION BASICA LUIS ESPINOZA MARTINEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial y EGB,51,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,,,,-80.7217926373,-0.956559555649
332,Zona 6,03D03,CAÑAR,LA TRONCAL,LA TRONCAL,Ordinario,03H00511,UNIDAD EDUCATIVA PRESIDENTE JAIME ROLDOS,FISCAL,Intercultural,COSTA,Urbana,"Inicial, Educacion Basica y Bachillerato",133,2026,1,2026,6,16912.44,2026,6,7560,2026.0,1.0,4944.0,ML_Mo_JE,,,1250,-79.3346503047,-2.42594378116
