zona,distrito,provincia,canton,parroquia,tipo_educacion,amie,institucion,sostenimiento,jurisdiccion,regimen,zona_inec,nivel_educacion,nro_niños_iniciales,aux_año_dotacion,aux_t_ie,md_año_dotacion,md_paralelos,md_monto_usd,m_año_dotacion,m_tipo_ambiente,m_monto_usd,je_año_dotacion,je_cantidad,je_monto_usd,aux_ie_material,latitud,longitud
1,21D02,SUCUMBIOS,LAGO AGRIO,PACAYACU,Ordinario,21H00306,UNIDAD EDUCATIVA TIWINTZA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,39,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.041798801,-76.58445094
1,21D02,SUCUMBIOS,LAGO AGRIO,PACAYACU,Ordinario,21H00308,CARLOS AZUERO AÑAZCO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,31,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,0.246983365,-76.55765073
1,21D02,SUCUMBIOS,LAGO AGRIO,PACAYACU,Ordinario,21H00321,UNIDAD EDUCATIVA PACAYACU,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,77,2027,1,2027,3,8754.78,2027,3,4584.0,2027,1,5748.0,ML_Mo_JE,-0.040518769,-76.58922196
1,21D02,SUCUMBIOS,LAGO AGRIO,JAMBELI,Ordinario,21H00332,UNIDAD EDUCATIVA JAMBELI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,25,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,0.08751121,-77.0743434
1,21D02,SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,Ordinario,21H00343,UNIDAD EDUCATIVA DOCTORA IRENE GUERRON,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,25,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,0.091632855,-76.95085135
1,21D02,SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,Ordinario,21H00358,UNIDAD EDUCATIVA ISLA SAN CRISTOBAL,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,19,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,0.119113582,-77.01212981
1,21D01,SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,Ordinario,21H00362,EL REVENTADOR,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,16,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.050027773,-77.52561111
1,21D01,SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,Ordinario,21H00383,UNIDAD EDUCATIVA DEL MILENIO LUMBAQUI,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,98,2027,1,2027,4,11673.04,2027,4,6112.0,2027,1,5748.0,ML_Mo_JE,0.048880681,-77.32368098
1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00494,ESCUELA DE EDUCACIÓN GENERAL BÁSICA ANGEL ALMEIDA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,20,2027,1,2027,1,2918.26,2027,1,1528.0,0,0,0.0,ML_Mo,-0.199685116,-76.62979371
1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00502,UNIDAD EDUCATIVA SHUSHUFINDI,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,47,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.181240875,-76.64361557
1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00521,UNIDAD EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,50,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.191101893,-76.64778882
1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00535,UNIDAD EDUCATIVA FRANCISCO JAVIER PEÑARRETA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,73,2027,1,2027,3,8754.78,2027,3,4584.0,0,0,0.0,ML_Mo,-0.184706286,-76.6407815
1,21D04,SUCUMBIOS,SHUSHUFINDI,PAÑACOCHA,Ordinario,21H00578,UNIDAD EDUCATIVA DEL MILENIO PEDRO VICENTE MALDONADO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,13,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.451159349,-76.07120279
1,21D04,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,21H00586,UNIDAD EDUCATIVA HNA INES ARANGO VELASQUEZ,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,25,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.322198265,-76.48902986
1,21D04,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,21H00587,UNIDAD EDUCATIVA RIO YASUNI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,16,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.296287816,-76.36252629
1,21D04,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,21H00594,UNIDAD EDUCATIVA JUAN MONTALVO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,19,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.303588022,-76.53997497
1,21D04,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ordinario,21H00621,UNIDAD EDUCATIVA CIUDAD DE PORTOVIEJO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,43,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.184361122,-76.7847222
2,22D02,ORELLANA,ORELLANA,EL DORADO,Ordinario,22H00054,UNIDAD EDUCATIVA DAVID CLARK,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,30,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.502464012,-76.95510629
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00056,24 DE MARZO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,24,2027,1,2027,1,2918.26,2027,1,1528.0,2027,1,5748.0,ML_Mo_JE,-0.44522325,-76.9941389
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00064,UNIDAD EDUCATIVA PRESIDENTE TAMAYO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,144,2027,1,2027,6,17509.56,2027,6,9168.0,2027,1,5748.0,ML_Mo_JE,-0.472584016,-76.98516669
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00068,ENRIQUE CASTILLO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,48,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.446110719,-77.00015832
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00109,UNIDAD EDUCATIVA ARTURO BORJA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,42,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.451762384,-77.02862772
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00145,UNIDAD EDUCATIVA CIUDAD DE COCA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,74,2027,1,2027,3,8754.78,2027,3,4584.0,2027,1,5748.0,ML_Mo_JE,-0.454478518,-76.98976449
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00147,UNIDAD EDUCATIVA VICTOR SERGIO RON VEGA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,50,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.469328308,-76.99169091
2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00150,AMAZONAS,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,199,2027,1,2027,8,23346.08,2027,8,12224.0,2027,1,5748.0,ML_Mo_JE,-0.465999916,-76.99281382
2,22D02,ORELLANA,ORELLANA,INES ARANGO (CAB. EN WESTERN),Ordinario,22H00152,UNIDAD EDUCATIVA TIGUINO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,10,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-1.093328169,-76.93367269
2,22D02,ORELLANA,ORELLANA,DAYUMA,Ordinario,22H00175,ESCUELA DE EDUCACION BASICA  RIO MATAJE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,11,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.622444436,-76.89002779
2,22D02,ORELLANA,ORELLANA,INES ARANGO (CAB. EN WESTERN),Ordinario,22H00185,UNIDAD EDUCATIVA FLOR DEL ORIENTE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,22,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.911690982,-76.91377125
2,22D01,ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,Ordinario,22H00325,LAGO SAN PEDRO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,19,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.241947677,-76.94371555
2,22D01,ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,Ordinario,22H00329,CIUDAD DE BELEN,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,15,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.159058101,-76.95030617
2,22D02,ORELLANA,LORETO,AVILA (CAB. EN HUIRUNO),Ordinario,22H00411,CERVANTES ECUATORIANO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,27,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.698555435,-77.31369027
2,22D02,ORELLANA,ORELLANA,LA BELLEZA,Ordinario,22H00461,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,30,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.656301509,-77.04500772
2,22D02,ORELLANA,ORELLANA,DAYUMA,Ordinario,22H00530,UNIDAD EDUCATIVA YASUNI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,21,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.699208641,-76.71275099
2,22D03,ORELLANA,AGUARICO,TIPUTINI,Ordinario,22H00535,UNIDAD EDUCATIVA TIPUTINI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,65,2027,1,2027,3,8754.78,2027,3,4584.0,2027,1,5748.0,ML_Mo_JE,-0.788841909,-75.52743743
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,23H00016,UNIDAD EDUCATIVA RUBEN DARIO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,96,2027,1,2027,4,11673.04,2027,4,6112.0,0,0,0.0,ML_Mo,-0.256260318,-79.19770832
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,23H00091,UNIDAD EDUCATIVA SANTO DOMINGO DE LOS COLORADOS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,209,2027,1,2027,8,23346.08,2027,8,12224.0,2027,1,5748.0,ML_Mo_JE,-0.256126273,-79.18667051
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,23H00135,UNIDAD EDUCATIVA RAMÓN MONCAYO BENÍTEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,86,2027,1,2027,4,11673.04,2027,4,6112.0,0,0,0.0,ML_Mo,-0.224848576,-79.19104082
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,23H00137,UNIDAD EDUCATIVA GONZALO BENITEZ GOMEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,69,2027,1,2027,3,8754.78,2027,3,4584.0,2027,1,5748.0,ML_Mo_JE,-0.227498938,-79.19762454
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,23H00284,UNIDAD EDUCATIVA LAS DELICIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,114,2027,1,2027,5,14591.3,2027,5,7640.0,0,0,0.0,ML_Mo,-0.262072386,-79.40628123
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,23H00288,UNIDAD EDUCATIVA VEINTICUATRO DE MAYO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,125,2027,1,2027,5,14591.3,2027,5,7640.0,0,0,0.0,ML_Mo,-0.250025227,-79.17505995
4,23D01,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,CHIGUILPE,Ordinario,23H00295,UNIDAD EDUCATIVA JULIO MORENO ESPINOSA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,201,2027,1,2027,8,23346.08,2027,8,12224.0,2027,1,5748.0,ML_Mo_JE,-0.252741832,-79.16485389
4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,23H00301,UNIDAD EDUCATIVA SERGIO NUÑEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,119,2027,1,2027,5,14591.3,2027,5,7640.0,2027,1,5748.0,ML_Mo_JE,0.005155028,-79.39734027
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,23H00325,UNIDAD EDUCATIVA VASCO NUÑEZ DE BALBOA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,32,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.334540608,-79.39682739
4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA VILLEGAS,Ordinario,23H00360,JOSE DE LA CRUZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,35,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.055496883,-79.44434552
4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,23H00382,UNIDAD EDUCATIVA PROVINCIA DE PICHINCHA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,48,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.000963673,-79.39226802
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,23H00388,UNIDAD EDUCATIVA PROCER MANUEL QUIROGA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,120,2027,1,2027,4,11673.04,2027,4,6112.0,0,0,0.0,ML_Mo,-0.244282318,-79.34363752
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,23H00407,UNIDAD EDUCATIVA DR CARLOS RUFINO MARIN,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,89,2027,1,2027,4,11673.04,2027,4,6112.0,0,0,0.0,ML_Mo,-0.291436324,-79.21483346
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,23H00506,UNIDAD EDUCATIVA VICENTE RAMON ROCA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,31,2027,1,2027,2,5836.52,2027,2,3056.0,0,0,0.0,ML_Mo,-0.35496546,-79.33684636
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,23H00514,UNIDAD EDUCATIVA PUERTO LIMON,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,99,2027,1,2027,4,11673.04,2027,4,6112.0,0,0,0.0,ML_Mo,-0.385755968,-79.37033903
4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,PLAN PILOTO,Ordinario,23H00822,MYR. LUIS ANÍBAL YÉPEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,43,2027,1,2027,2,5836.52,2027,2,3056.0,2027,1,5748.0,ML_Mo_JE,-0.07063143,-79.39212884
4,23D01,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,23H00824,UNIDAD EDUCATIVA ALESSANDRO VOLTA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,151,2027,1,2027,6,17509.56,2027,6,9168.0,2027,1,5748.0,ML_Mo_JE,-0.271310579,-79.18540942
4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SAN JACINTO DEL BUA,Ordinario,23H00829,UNIDAD EDUCATIVA SAN JACINTO DEL BÚA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,114,2027,1,2027,5,14591.3,2027,5,7640.0,2027,1,5748.0,ML_Mo_JE,-0.149972251,-79.3852222
4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,Ordinario,23H00834,UNIDAD EDUCATIVA JOAQUIN GALLEGOS LARA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,94,2027,1,2027,7,20427.82,2027,7,10696.0,2027,1,5748.0,ML_Mo_JE,-0.039910308,-79.49535683
4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,23H00835,UNIDAD EDUCATIVA LUIS VARGAS TORRES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,198,2027,1,2027,8,23346.08,2027,8,12224.0,0,0,0.0,ML_Mo,0.003820608,-79.38915495
4,23D01,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,CHIGUILPE,Ordinario,23H00836,UNIDAD EDUCATIVA MONS EMILIO LORENZO STEHLE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,75,2027,1,2027,3,8754.78,2027,3,4584.0,2027,1,5748.0,ML_Mo_JE,-0.258251926,-79.14849139
5,24D01,SANTA ELENA,SANTA ELENA,BALLENITA,Ordinario,24H00001,ESCUELA DE EDUCACION BASICA BALLENITA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,45,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.207274963,-80.87489325
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00005,ESCUELA DE EDUCACION BASICA DIECIOCHO DE AGOSTO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,137,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-2.228005616,-80.86276138
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00007,ESCUELA DE EDUCACION BASICA DR CARLOS PUIG VILAZAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,70,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.141725813,-80.77473524
5,24D01,SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),Ordinario,24H00009,ESCUELA DE EDUCACION BASICA PROFESOR VIRGILIO TORRES LUZURIAGA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.214786043,-80.31937599
5,24D01,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Ordinario,24H00010,ESCUELA DE EDUCACION BASICA VEINTIUNO DE DICIEMBRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,48,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.318188173,-80.85626771
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00012,UNIDAD EDUCATIVA CARLOS JULIO AROSEMENA TOLA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,105,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.141282402,-80.77404285
5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00019,ESCUELA DE EDUCACION BASICA SAN ANTONIO DE PADUA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,64,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.873149037,-80.73546449
5,24D01,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Ordinario,24H00022,ESCUELA DE EDUCACION BASICA LEONARDO W BERRY,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,100,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-2.323465462,-80.85367527
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00023,ESCUELA DE EDUCACION BASICA VEINTICUATRO DE JULIO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,180,2026,1,2026,6,17509.56,2026,6,9168.0,0,0,0.0,ML_Mo,-2.223808654,-80.86001049
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00027,UNIDAD EDUCATIVA MARISCAL SUCRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,59,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.247935792,-80.58220832
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00031,UNIDAD  EDUCATIVA  PROF CLEOFE APOLINARIO ORRALA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,69,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.313906976,-80.7071556
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00036,UNIDAD EDUCATIVA DR OTTO AROSEMENA GÓMEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,170,2026,1,2026,5,14591.3,2026,5,7640.0,0,0,0.0,ML_Mo,-2.229131169,-80.85613101
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00039,CENTRO DE EDUCACION INICIAL VIRGINIA REYES GONZALEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial,230,2026,1,2026,7,20427.82,2026,7,10696.0,0,0,0.0,ML_Mo,-2.225702567,-80.85888334
5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00041,ESCUELA DE EDUCACION BASICA CARMEN EUFEMIA MONTENEGRO DE OBREGON,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,120,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.230148244,-80.90206968
5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00045,ESCUELA DE EDUCACION  BASICA CARMEN CALISTO DE BORJA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,39,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.219513929,-80.85489984
5,24D01,SANTA ELENA,SANTA ELENA,ATAHUALPA,Ordinario,24H00059,ESCUELA DE EDUCACION BASICA QUINCE DE MARZO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,52,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.314272246,-80.7748889
5,24D01,SANTA ELENA,SANTA ELENA,ATAHUALPA,Ordinario,24H00060,UNIDAD EDUCATIVA JUAN ALBERTO PANCHANA PADRON,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,47,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.312408832,-80.77669697
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00062,ESCUELA DE EDUCACION BASICA RAFAEL MORAN VALVERDE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,45,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.042700623,-80.72660052
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00064,ESCUELA DE EDUCACION BASICA JUAN LEÓN MERA MARTÍNEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,40,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.91323799,-80.6518425
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00072,UNIDAD EDUCATIVA IGNACIO ALVARADO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,121,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.023943917,-80.73256039
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00074,ESCUELA DE EDUCACION BASICA LUIS EDUARDO ROSALES SANTOS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,34,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.985221324,-80.67669945
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00075,ESCUELA DE EDUCACION BASICA LUCRECIA CISNEROS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,44,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.965412075,-80.65086072
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00077,UNIDAD EDUCATIVA ANTONIO ISSA YAZBEK,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,90,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-1.99892524,-80.5860305
5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00084,ESCUELA DE EDUCACION BASICA MIGUEL DE LETAMENDI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,57,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.944044551,-80.6166517
